站次,站名_链接,站名,到达时间,开车时间,停留,天数,运行时间,里程,二等_一等座,硬卧上_中_下,软卧上_下
4,http://shike.gaotie.cn/zhan.asp?zhan=%B3%B1%C9%C7,潮汕站,11:22,11:26,4分钟,1,2小时1分,305,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%C8%C4%C6%BD,饶平站,11:45,11:56,11分钟,1,2小时24分,346,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%D4%C6%CF%F6,云霄站,12:15,12:17,2分钟,1,2小时54分,396,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%D5%C4%D6%DD,漳州站,12:45,12:47,2分钟,1,3小时24分,472,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%CF%C3%C3%C5%B1%B1,厦门北站,13:07,13:11,4分钟,1,3小时46分,514,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%C8%AA%D6%DD,泉州站,13:36,13:38,2分钟,1,4小时15分,585,/,//,"
/
"
10,http://shike.gaotie.cn/zhan.asp?zhan=%C6%CE%CC%EF,莆田站,14:03,14:05,2分钟,1,4小时42分,654,/,//,"
/
"
11,http://shike.gaotie.cn/zhan.asp?zhan=%B8%A3%D6%DD%C4%CF,福州南站,14:35,14:42,7分钟,1,5小时14分,740,/,//,"
/
"
12,http://shike.gaotie.cn/zhan.asp?zhan=%C1%AC%BD%AD,连江站,15:02,15:04,2分钟,1,5小时41分,772,/,//,"
/
"
13,http://shike.gaotie.cn/zhan.asp?zhan=%C4%FE%B5%C2,宁德站,15:26,15:28,2分钟,1,6小时5分,828,/,//,"
/
"
14,http://shike.gaotie.cn/zhan.asp?zhan=%B8%A3%B0%B2,福安站,15:40,15:42,2分钟,1,6小时19分,855,/,//,"
/
"
15,http://shike.gaotie.cn/zhan.asp?zhan=%C8%F0%B0%B2,瑞安站,16:35,16:37,2分钟,1,7小时14分,1011,/,//,"
/
"
16,http://shike.gaotie.cn/zhan.asp?zhan=%CE%C2%D6%DD%C4%CF,温州南站,16:48,16:50,2分钟,1,7小时27分,1034,/,//,"
/
"
17,http://shike.gaotie.cn/zhan.asp?zhan=%D1%E3%B5%B4%C9%BD,雁荡山站,17:18,17:20,2分钟,1,7小时57分,1110,/,//,"
/
"
18,http://shike.gaotie.cn/zhan.asp?zhan=%CC%A8%D6%DD,台州站,17:39,17:41,2分钟,1,8小时18分,1157,/,//,"
/
"
19,http://shike.gaotie.cn/zhan.asp?zhan=%C4%FE%BA%A3,宁海站,18:10,18:12,2分钟,1,8小时49分,1237,/,//,"
/
"
20,http://shike.gaotie.cn/zhan.asp?zhan=%C4%FE%B2%A8,宁波站,18:41,18:46,5分钟,1,9小时20分,1309,/,//,"
/
"
21,http://shike.gaotie.cn/zhan.asp?zhan=%D3%E0%D2%A6%B1%B1,余姚北站,19:06,19:08,2分钟,1,9小时45分,1358,/,//,"
/
"
22,http://shike.gaotie.cn/zhan.asp?zhan=%C9%DC%D0%CB%B6%AB,绍兴东站,19:20,19:22,2分钟,1,9小时59分,1421,/,//,"
/
"
23,http://shike.gaotie.cn/zhan.asp?zhan=%C9%DC%D0%CB%B1%B1,绍兴北站,19:33,19:38,5分钟,1,10小时12分,1421,/,//,"
/
"
24,http://shike.gaotie.cn/zhan.asp?zhan=%BA%BC%D6%DD%B6%AB,杭州东站,19:58,20:01,3分钟,1,10小时37分,1464,/,//,"
/
"
25,http://shike.gaotie.cn/zhan.asp?zhan=%BA%A3%C4%FE%CE%F7,海宁西站,20:13,20:27,14分钟,1,10小时52分,1490,/,//,"
/
"
26,http://shike.gaotie.cn/zhan.asp?zhan=%CD%A9%CF%E7,桐乡站,20:36,20:38,2分钟,1,11小时15分,1511,/,//,"
/
"
27,http://shike.gaotie.cn/zhan.asp?zhan=%BC%CE%C9%C6%C4%CF,嘉善南站,20:53,20:55,2分钟,1,11小时32分,1556,/,//,"
/
"
28,http://shike.gaotie.cn/zhan.asp?zhan=%C9%CF%BA%A3%BA%E7%C7%C5,上海虹桥站,21:20,21:25,5分钟,1,11小时59分,1623,/,//,"
/
"
29,http://shike.gaotie.cn/zhan.asp?zhan=%CB%D5%D6%DD,苏州站,21:53,21:55,2分钟,1,12小时32分,1707,/,//,"
/
"
30,http://shike.gaotie.cn/zhan.asp?zhan=%CE%DE%CE%FD,无锡站,22:10,22:12,2分钟,1,12小时49分,1749,/,//,"
/
"
31,http://shike.gaotie.cn/zhan.asp?zhan=%B3%A3%D6%DD,常州站,22:27,22:29,2分钟,1,13小时6分,1788,/,//,"
/
"
32,http://shike.gaotie.cn/zhan.asp?zhan=%C4%CF%BE%A9,南京站,23:12,终点站,0分钟,1,13小时51分,1924,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%C9%CF%BA%A3%BA%E7%C7%C5,上海虹桥站,始发站,11:24,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%BC%CE%D0%CB%C4%CF,嘉兴南站,11:52,11:54,2分钟,1,28分,84,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%CD%A9%CF%E7,桐乡站,12:05,12:07,2分钟,1,41分,112,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%BA%BC%D6%DD%B6%AB,杭州东站,12:25,12:29,4分钟,1,1小时1分,159,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%C9%DC%D0%CB%B1%B1,绍兴北站,12:48,12:50,2分钟,1,1小时24分,202,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%D3%E0%D2%A6%B1%B1,余姚北站,13:09,13:11,2分钟,1,1小时45分,265,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%C4%FE%B2%A8,宁波站,13:32,13:39,7分钟,1,2小时8分,314,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%CC%A8%D6%DD,台州站,14:33,14:35,2分钟,1,3小时9分,466,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%CE%C2%C1%EB,温岭站,14:46,14:48,2分钟,1,3小时22分,490,/,//,"
/
"
10,http://shike.gaotie.cn/zhan.asp?zhan=%C0%D6%C7%E5,乐清站,15:12,15:14,2分钟,1,3小时48分,554,/,//,"
/
"
11,http://shike.gaotie.cn/zhan.asp?zhan=%CE%C2%D6%DD%C4%CF,温州南站,15:29,15:31,2分钟,1,4小时5分,589,/,//,"
/
"
12,http://shike.gaotie.cn/zhan.asp?zhan=%C6%BD%D1%F4,平阳站,15:48,15:50,2分钟,1,4小时24分,629,/,//,"
/
"
13,http://shike.gaotie.cn/zhan.asp?zhan=%B2%D4%C4%CF,苍南站,16:01,16:03,2分钟,1,4小时37分,646,/,//,"
/
"
14,http://shike.gaotie.cn/zhan.asp?zhan=%CF%BC%C6%D6,霞浦站,16:35,16:37,2分钟,1,5小时11分,736,/,//,"
/
"﻿站次,站名_链接,站名,到达时间,开车时间,停留,天数,运行时间,里程,二等_一等座,硬卧上_中_下,软卧上_下
15,http://shike.gaotie.cn/zhan.asp?zhan=%C4%FE%B5%C2,宁德站,16:58,17:00,2分钟,1,5小时34分,795,/,//,"
/
"
16,http://shike.gaotie.cn/zhan.asp?zhan=%B8%A3%D6%DD%C4%CF,福州南站,17:38,17:46,8分钟,1,6小时14分,883,/,//,"
/
"
17,http://shike.gaotie.cn/zhan.asp?zhan=%C8%AA%D6%DD,泉州站,18:37,18:39,2分钟,1,7小时13分,1038,/,//,"
/
"
18,http://shike.gaotie.cn/zhan.asp?zhan=%CF%C3%C3%C5%B1%B1,厦门北站,19:04,19:08,4分钟,1,7小时40分,1109,/,//,"
/
"
19,http://shike.gaotie.cn/zhan.asp?zhan=%D5%C4%D6%DD,漳州站,19:27,19:29,2分钟,1,8小时3分,1073,/,//,"
/
"
20,http://shike.gaotie.cn/zhan.asp?zhan=%D5%C4%C6%D6,漳浦站,19:48,19:50,2分钟,1,8小时24分,1196,/,//,"
/
"
21,http://shike.gaotie.cn/zhan.asp?zhan=%DA%AF%B0%B2,诏安站,20:13,20:15,2分钟,1,8小时49分,1259,/,//,"
/
"
22,http://shike.gaotie.cn/zhan.asp?zhan=%B3%B1%C9%C7,潮汕站,20:38,20:42,4分钟,1,9小时14分,1318,/,//,"
/
"
23,http://shike.gaotie.cn/zhan.asp?zhan=%C9%C7%CE%B2,汕尾站,21:34,21:36,2分钟,1,10小时10分,1467,/,//,"
/
"
24,http://shike.gaotie.cn/zhan.asp?zhan=%C9%EE%DB%DA%B1%B1,深圳北站,22:40,终点站,0分钟,1,11小时16分,1623,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%C9%EE%DB%DA%B1%B1,深圳北站,始发站,08:48,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%C9%EE%DB%DA%C6%BA%C9%BD,深圳坪山站,09:09,09:11,2分钟,1,21分,36,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%BB%DD%B6%AB,惠东站,09:31,09:33,2分钟,1,43分,88,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%C9%C7%CE%B2,汕尾站,09:58,10:00,2分钟,1,1小时10分,156,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%B3%B1%D1%F4,潮阳站,10:44,10:46,2分钟,1,1小时56分,279,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%B3%B1%C9%C7,潮汕站,11:02,11:07,5分钟,1,2小时14分,305,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%DA%AF%B0%B2,诏安站,11:32,11:39,7分钟,1,2小时44分,364,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%D4%C6%CF%F6,云霄站,11:53,11:55,2分钟,1,3小时5分,0,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%CF%C3%C3%C5%B1%B1,厦门北站,12:39,12:48,9分钟,1,3小时51分,514,/,//,"
/
"
10,http://shike.gaotie.cn/zhan.asp?zhan=%BD%FA%BD%AD,晋江站,13:06,13:08,2分钟,1,4小时18分,560,/,//,"
/
"
11,http://shike.gaotie.cn/zhan.asp?zhan=%C8%AA%D6%DD,泉州站,13:19,13:21,2分钟,1,4小时31分,585,/,//,"
/
"
12,http://shike.gaotie.cn/zhan.asp?zhan=%BA%AD%BD%AD,涵江站,13:52,13:54,2分钟,1,5小时4分,674,/,//,"
/
"
13,http://shike.gaotie.cn/zhan.asp?zhan=%B8%A3%D6%DD%C4%CF,福州南站,14:18,14:27,9分钟,1,5小时30分,740,/,//,"
/
"
14,http://shike.gaotie.cn/zhan.asp?zhan=%C4%FE%B5%C2,宁德站,15:05,15:07,2分钟,1,6小时17分,828,/,//,"
/
"
15,http://shike.gaotie.cn/zhan.asp?zhan=%B8%A3%B6%A6,福鼎站,15:45,15:47,2分钟,1,6小时57分,940,/,//,"
/
"
16,http://shike.gaotie.cn/zhan.asp?zhan=%CE%C2%D6%DD%C4%CF,温州南站,16:21,16:24,3分钟,1,7小时33分,1034,/,//,"
/
"
17,http://shike.gaotie.cn/zhan.asp?zhan=%C0%D6%C7%E5,乐清站,16:39,16:41,2分钟,1,7小时51分,1069,/,//,"
/
"
18,http://shike.gaotie.cn/zhan.asp?zhan=%CE%C2%C1%EB,温岭站,17:05,17:07,2分钟,1,8小时17分,1133,/,//,"
/
"
19,http://shike.gaotie.cn/zhan.asp?zhan=%CC%A8%D6%DD,台州站,17:18,17:20,2分钟,1,8小时30分,1157,/,//,"
/
"
20,http://shike.gaotie.cn/zhan.asp?zhan=%C4%FE%BA%A3,宁海站,17:49,17:51,2分钟,1,9小时1分,1237,/,//,"
/
"
21,http://shike.gaotie.cn/zhan.asp?zhan=%C4%FE%B2%A8,宁波站,18:22,18:29,7分钟,1,9小时34分,1309,/,//,"
/
"
22,http://shike.gaotie.cn/zhan.asp?zhan=%D3%E0%D2%A6%B1%B1,余姚北站,18:49,18:51,2分钟,1,10小时1分,1358,/,//,"
/
"
23,http://shike.gaotie.cn/zhan.asp?zhan=%C9%DC%D0%CB%B1%B1,绍兴北站,19:11,19:15,4分钟,1,10小时23分,1421,/,//,"
/
"
24,http://shike.gaotie.cn/zhan.asp?zhan=%BA%BC%D6%DD%B6%AB,杭州东站,19:35,19:39,4分钟,1,10小时47分,1464,/,//,"
/
"
25,http://shike.gaotie.cn/zhan.asp?zhan=%BA%A3%C4%FE%CE%F7,海宁西站,19:51,19:56,5分钟,1,11小时3分,1479,/,//,"
/
"
26,http://shike.gaotie.cn/zhan.asp?zhan=%BC%CE%D0%CB%C4%CF,嘉兴南站,20:12,20:14,2分钟,1,11小时24分,1539,/,//,"
/
"
27,http://shike.gaotie.cn/zhan.asp?zhan=%C9%CF%BA%A3%BA%E7%C7%C5,上海虹桥站,20:44,终点站,0分钟,1,11小时56分,1623,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%C9%CF%BA%A3%BA%E7%C7%C5,上海虹桥站,始发站,09:05,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%CB%C9%BD%AD%C4%CF,松江南站,09:19,09:24,5分钟,1,14分,31,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%BC%CE%D0%CB%C4%CF,嘉兴南站,09:42,09:46,4分钟,1,37分,84,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%D3%E0%BA%BC,余杭站,10:05,10:07,2分钟,1,1小时0分,144,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%BA%BC%D6%DD%B6%AB,杭州东站,10:18,10:20,2分钟,1,1小时13分,159,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%C9%DC%D0%CB%B1%B1,绍兴北站,10:39,10:41,2分钟,1,1小时34分,202,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%D3%E0%D2%A6%B1%B1,余姚北站,11:00,11:02,2分钟,1,1小时55分,265,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%C4%FE%B2%A8,宁波站,11:23,11:31,8分钟,1,2小时18分,314,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%C8%FD%C3%C5%CF%D8,三门县站,12:10,12:12,2分钟,1,3小时5分,420,/,//,"
/
"
10,http://shike.gaotie.cn/zhan.asp?zhan=%CC%A8%D6%DD,台州站,12:31,12:33,2分钟,1,3小时26分,466,/,//,"
/
"
11,http://shike.gaotie.cn/zhan.asp?zhan=%CE%C2%C1%EB,温岭站,12:44,12:46,2分钟,1,3小时39分,490,/,//,"
/
"
12,http://shike.gaotie.cn/zhan.asp?zhan=%C9%F0%B7%BB,绅坊站,13:04,13:06,2分钟,1,3小时59分,536,/,//,"
/
"
13,http://shike.gaotie.cn/zhan.asp?zhan=%CE%C2%D6%DD%C4%CF,温州南站,13:27,13:29,2分钟,1,4小时22分,589,/,//,"
/
"
14,http://shike.gaotie.cn/zhan.asp?zhan=%C6%BD%D1%F4,平阳站,13:46,13:48,2分钟,1,4小时41分,629,/,//,"
/
"
15,http://shike.gaotie.cn/zhan.asp?zhan=%B8%A3%B6%A6,福鼎站,14:10,14:12,2分钟,1,5小时5分,683,/,//,"
/
"
16,http://shike.gaotie.cn/zhan.asp?zhan=%C4%FE%B5%C2,宁德站,14:49,14:52,3分钟,1,5小时44分,795,/,//,"
/
"
17,http://shike.gaotie.cn/zhan.asp?zhan=%B8%A3%D6%DD%C4%CF,福州南站,15:30,15:35,5分钟,1,6小时25分,883,/,//,"
/
"
18,http://shike.gaotie.cn/zhan.asp?zhan=%C6%CE%CC%EF,莆田站,16:05,16:07,2分钟,1,7小时0分,969,/,//,"
/
"
19,http://shike.gaotie.cn/zhan.asp?zhan=%C8%AA%D6%DD,泉州站,16:32,16:34,2分钟,1,7小时27分,1038,/,//,"
/
"
20,http://shike.gaotie.cn/zhan.asp?zhan=%CF%C3%C3%C5%B1%B1,厦门北站,16:59,17:03,4分钟,1,7小时54分,1109,/,//,"
/
"
21,http://shike.gaotie.cn/zhan.asp?zhan=%D5%C4%D6%DD,漳州站,17:23,17:25,2分钟,1,8小时18分,1073,/,//,"
/
"
22,http://shike.gaotie.cn/zhan.asp?zhan=%D4%C6%CF%F6,云霄站,17:53,17:55,2分钟,1,8小时48分,1227,/,//,"
/
"
23,http://shike.gaotie.cn/zhan.asp?zhan=%B3%B1%C9%C7,潮汕站,18:28,18:35,7分钟,1,9小时23分,1318,/,//,"
/
"
24,http://shike.gaotie.cn/zhan.asp?zhan=%BF%FB%CC%B6,葵潭站,19:07,19:09,2分钟,1,10小时2分,1402,/,//,"
/
"
25,http://shike.gaotie.cn/zhan.asp?zhan=%BB%DD%D6%DD%C4%CF,惠州南站,20:05,20:07,2分钟,1,11小时0分,1567,/,//,"
/
"
26,http://shike.gaotie.cn/zhan.asp?zhan=%C9%EE%DB%DA%B1%B1,深圳北站,20:38,终点站,0分钟,1,11小时33分,1623,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%C9%EE%DB%DA%B1%B1,深圳北站,始发站,09:58,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%C9%EE%DB%DA%C6%BA%C9%BD,深圳坪山站,10:18,10:20,2分钟,1,20分,36,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%BB%DD%D6%DD%C4%CF,惠州南站,10:30,10:33,3分钟,1,32分,56,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%C9%C7%CE%B2,汕尾站,11:08,11:10,2分钟,1,1小时10分,156,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%C6%D5%C4%FE,普宁站,11:45,11:47,2分钟,1,1小时47分,252,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%B3%B1%C9%C7,潮汕站,12:12,12:16,4分钟,1,2小时14分,305,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%DA%AF%B0%B2,诏安站,12:43,12:45,2分钟,1,2小时45分,364,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%D5%C4%D6%DD,漳州站,13:23,13:25,2分钟,1,3小时25分,472,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%CF%C3%C3%C5%B1%B1,厦门北站,13:44,13:48,4分钟,1,3小时46分,514,/,//,"
/
"
10,http://shike.gaotie.cn/zhan.asp?zhan=%C8%AA%D6%DD,泉州站,14:14,14:16,2分钟,1,4小时16分,585,/,//,"
/
"
11,http://shike.gaotie.cn/zhan.asp?zhan=%C6%CE%CC%EF,莆田站,14:41,14:43,2分钟,1,4小时43分,654,/,//,"
/
"
12,http://shike.gaotie.cn/zhan.asp?zhan=%BA%AD%BD%AD,涵江站,14:53,15:05,12分钟,1,4小时55分,674,/,//,"
/
"
13,http://shike.gaotie.cn/zhan.asp?zhan=%B8%A3%C7%E5,福清站,15:18,15:20,2分钟,1,5小时20分,704,/,//,"
/
"
14,http://shike.gaotie.cn/zhan.asp?zhan=%B8%A3%D6%DD%C4%CF,福州南站,15:35,15:47,12分钟,1,5小时37分,740,/,//,"
/
"
15,http://shike.gaotie.cn/zhan.asp?zhan=%C1%AC%BD%AD,连江站,16:07,16:09,2分钟,1,6小时9分,772,/,//,"
/
"
16,http://shike.gaotie.cn/zhan.asp?zhan=%C4%FE%B5%C2,宁德站,16:31,16:33,2分钟,1,6小时33分,828,/,//,"
/
"
17,http://shike.gaotie.cn/zhan.asp?zhan=%B8%A3%B0%B2,福安站,16:45,16:47,2分钟,1,6小时47分,855,/,//,"
/
"
18,http://shike.gaotie.cn/zhan.asp?zhan=%CE%C2%D6%DD%C4%CF,温州南站,17:47,17:49,2分钟,1,7小时49分,1034,/,//,"
/
"
19,http://shike.gaotie.cn/zhan.asp?zhan=%D3%C0%BC%CE,永嘉站,17:59,18:01,2分钟,1,8小时1分,1052,/,//,"
/
"
20,http://shike.gaotie.cn/zhan.asp?zhan=%C0%D6%C7%E5,乐清站,18:10,18:12,2分钟,1,8小时12分,1069,/,//,"
/
"
21,http://shike.gaotie.cn/zhan.asp?zhan=%CE%C2%C1%EB,温岭站,18:36,18:38,2分钟,1,8小时38分,1133,/,//,"
/
"
22,http://shike.gaotie.cn/zhan.asp?zhan=%C4%FE%BA%A3,宁海站,19:15,19:17,2分钟,1,9小时17分,1237,/,//,"
/
"
23,http://shike.gaotie.cn/zhan.asp?zhan=%C4%FE%B2%A8,宁波站,19:47,19:54,7分钟,1,9小时49分,1309,/,//,"
/
"
24,http://shike.gaotie.cn/zhan.asp?zhan=%D3%E0%D2%A6%B1%B1,余姚北站,20:14,20:16,2分钟,1,10小时16分,1358,/,//,"
/
"
25,http://shike.gaotie.cn/zhan.asp?zhan=%C9%DC%D0%CB%B6%AB,绍兴东站,20:28,20:30,2分钟,1,10小时30分,1421,/,//,"
/
"
26,http://shike.gaotie.cn/zhan.asp?zhan=%C9%DC%D0%CB%B1%B1,绍兴北站,20:41,20:43,2分钟,1,10小时43分,1421,/,//,"
/
"
27,http://shike.gaotie.cn/zhan.asp?zhan=%BA%BC%D6%DD%B6%AB,杭州东站,21:03,21:10,7分钟,1,11小时5分,1464,/,//,"
/
"
28,http://shike.gaotie.cn/zhan.asp?zhan=%D3%E0%BA%BC,余杭站,21:19,21:21,2分钟,1,11小时21分,1479,/,//,"
/
"
29,http://shike.gaotie.cn/zhan.asp?zhan=%BC%CE%D0%CB%C4%CF,嘉兴南站,21:40,21:42,2分钟,1,11小时42分,1539,/,//,"
/
"
30,http://shike.gaotie.cn/zhan.asp?zhan=%C9%CF%BA%A3%BA%E7%C7%C5,上海虹桥站,22:12,终点站,0分钟,1,12小时14分,1623,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%C9%CF%BA%A3%BA%E7%C7%C5,上海虹桥站,始发站,07:02,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%BD%F0%C9%BD%B1%B1,金山北站,07:20,07:26,6分钟,1,18分,48,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%BC%CE%D0%CB%C4%CF,嘉兴南站,07:40,07:43,3分钟,1,38分,84,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%BA%BC%D6%DD%B6%AB,杭州东站,08:08,08:13,5分钟,1,1小时6分,159,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%C9%DC%D0%CB%B1%B1,绍兴北站,08:32,08:34,2分钟,1,1小时30分,202,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%C9%DC%D0%CB%B6%AB,绍兴东站,08:46,08:48,2分钟,1,1小时44分,233,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%C4%FE%B2%A8,宁波站,09:16,09:26,10分钟,1,2小时14分,314,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%B7%EE%BB%AF,奉化站,09:43,09:45,2分钟,1,2小时41分,352,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%CC%A8%D6%DD,台州站,10:26,10:29,3分钟,1,3小时24分,466,/,//,"
/
"
10,http://shike.gaotie.cn/zhan.asp?zhan=%CE%C2%C1%EB,温岭站,10:40,10:42,2分钟,1,3小时38分,500,/,//,"
/
"
11,http://shike.gaotie.cn/zhan.asp?zhan=%D3%C0%BC%CE,永嘉站,11:11,11:13,2分钟,1,4小时9分,581,/,//,"
/
"
12,http://shike.gaotie.cn/zhan.asp?zhan=%CE%C2%D6%DD%C4%CF,温州南站,11:23,11:25,2分钟,1,4小时21分,599,/,//,"
/
"
13,http://shike.gaotie.cn/zhan.asp?zhan=%B8%A3%B0%B2,福安站,12:29,12:31,2分钟,1,5小时27分,768,/,//,"
/
"
14,http://shike.gaotie.cn/zhan.asp?zhan=%C4%FE%B5%C2,宁德站,12:43,12:45,2分钟,1,5小时41分,795,/,//,"
/
"
15,http://shike.gaotie.cn/zhan.asp?zhan=%B8%A3%D6%DD%C4%CF,福州南站,13:19,13:24,5分钟,1,6小时17分,883,/,//,"
/
"
16,http://shike.gaotie.cn/zhan.asp?zhan=%C6%CE%CC%EF,莆田站,13:54,13:56,2分钟,1,6小时52分,969,/,//,"
/
"
17,http://shike.gaotie.cn/zhan.asp?zhan=%C8%AA%D6%DD,泉州站,14:21,14:23,2分钟,1,7小时19分,1048,/,//,"
/
"
18,http://shike.gaotie.cn/zhan.asp?zhan=%CF%C3%C3%C5%B1%B1,厦门北站,14:50,15:01,11分钟,1,7小时48分,1109,/,//,"
/
"
19,http://shike.gaotie.cn/zhan.asp?zhan=%D5%C4%D6%DD,漳州站,15:20,15:22,2分钟,1,8小时18分,1073,/,//,"
/
"
20,http://shike.gaotie.cn/zhan.asp?zhan=%B3%B1%C9%C7,潮汕站,16:19,16:23,4分钟,1,9小时17分,1328,/,//,"
/
"
21,http://shike.gaotie.cn/zhan.asp?zhan=%BF%FB%CC%B6,葵潭站,16:55,16:57,2分钟,1,9小时53分,1402,/,//,"
/
"
22,http://shike.gaotie.cn/zhan.asp?zhan=%C9%C7%CE%B2,汕尾站,17:21,17:23,2分钟,1,10小时19分,1467,/,//,"
/
"
23,http://shike.gaotie.cn/zhan.asp?zhan=%C9%EE%DB%DA%B1%B1,深圳北站,18:25,终点站,0分钟,1,11小时23分,1892,/,//,"
/
"
1,http://shike.gaotie.cn/zhan.asp?zhan=%C9%EE%DB%DA%B1%B1,深圳北站,始发站,10:46,0分钟,1,0分,0,/,//,"
/
"
2,http://shike.gaotie.cn/zhan.asp?zhan=%C9%EE%DB%DA%C6%BA%C9%BD,深圳坪山站,11:06,11:08,2分钟,1,20分,36,/,//,"
/
"
3,http://shike.gaotie.cn/zhan.asp?zhan=%BF%FB%CC%B6,葵潭站,12:10,12:12,2分钟,1,1小时24分,221,/,//,"
/
"
4,http://shike.gaotie.cn/zhan.asp?zhan=%B3%B1%C9%C7,潮汕站,12:48,12:53,5分钟,1,2小时2分,305,/,//,"
/
"
5,http://shike.gaotie.cn/zhan.asp?zhan=%C8%C4%C6%BD,饶平站,13:12,13:16,4分钟,1,2小时26分,346,/,//,"
/
"
6,http://shike.gaotie.cn/zhan.asp?zhan=%DA%AF%B0%B2,诏安站,13:26,13:29,3分钟,1,2小时40分,364,/,//,"
/
"
7,http://shike.gaotie.cn/zhan.asp?zhan=%D5%C4%C6%D6,漳浦站,13:55,13:58,3分钟,1,3小时9分,427,/,//,"
/
"
8,http://shike.gaotie.cn/zhan.asp?zhan=%CF%C3%C3%C5%B1%B1,厦门北站,14:33,14:37,4分钟,1,3小时47分,514,/,//,"
/
"
9,http://shike.gaotie.cn/zhan.asp?zhan=%C8%AA%D6%DD,泉州站,15:02,15:04,2分钟,1,4小时16分,585,/,//,"
/
"
10,http://shike.gaotie.cn/zhan.asp?zhan=%C6%CE%CC%EF,莆田站,15:29,15:34,5分钟,1,4小时43分,654,/,//,"
/
"
11,http://shike.gaotie.cn/zhan.asp?zhan=%B8%A3%D6%DD%C4%CF,福州南站,16:08,16:18,10分钟,1,5小时22分,740,/,//,"
/
"
12,http://shike.gaotie.cn/zhan.asp?zhan=%C2%DE%D4%B4,罗源站,16:48,16:51,3分钟,1,6小时2分,804,/,//,"
/
"
13,http://shike.gaotie.cn/zhan.asp?zhan=%B8%A3%B0%B2,福安站,17:10,17:12,2分钟,1,6小时24分,855,/,//,"
/
"
